A0A075B6Q5	Immunoglobulin-like domain superfamily [IPR036179]
A0A075B6R0	Immunoglobulin-like domain superfamily [IPR036179]
A0A075B6R0	Immunoglobulin-like fold [IPR013783]
A0A075B6R2	Immunoglobulin-like domain superfamily [IPR036179]
A0A075B6R2	Immunoglobulin-like fold [IPR013783]
A0A075B6R9	Immunoglobulin-like fold [IPR013783]
A0A075B6R9	Immunoglobulin-like domain superfamily [IPR036179]
A0A075B6S2	Immunoglobulin-like fold [IPR013783]
A0A075B6S2	Immunoglobulin-like domain superfamily [IPR036179]
A0A075B6S4	Immunoglobulin-like fold [IPR013783]
A0A075B6S4	Immunoglobulin-like domain superfamily [IPR036179]
A0A075B6S5	Immunoglobulin-like domain superfamily [IPR036179]
A0A075B6S5	Immunoglobulin-like fold [IPR013783]
A0A075B6S6	Immunoglobulin-like fold [IPR013783]
A0A075B6S6	Immunoglobulin-like domain superfamily [IPR036179]
A0A075B6S9	Immunoglobulin-like domain superfamily [IPR036179]
A0A075B6S9	Immunoglobulin-like fold [IPR013783]
A0A075B6T6	Immunoglobulin-like fold [IPR013783]
A0A075B6T6	Immunoglobulin-like domain superfamily [IPR036179]
A0A075B6T7	Immunoglobulin-like fold [IPR013783]
A0A075B6T7	Immunoglobulin-like domain superfamily [IPR036179]
A0A075B6T8	Immunoglobulin-like domain superfamily [IPR036179]
A0A075B6T8	Immunoglobulin-like fold [IPR013783]
A0A075B6U4	Immunoglobulin-like domain superfamily [IPR036179]
A0A075B6U4	Immunoglobulin-like fold [IPR013783]
A0A075B6V5	Immunoglobulin-like fold [IPR013783]
A0A075B6V5	Immunoglobulin-like domain superfamily [IPR036179]
A0A075B6W5	Immunoglobulin-like fold [IPR013783]
A0A075B6W5	Immunoglobulin-like domain superfamily [IPR036179]
A0A075B6X5	Immunoglobulin-like fold [IPR013783]
A0A075B6X5	Immunoglobulin-like domain superfamily [IPR036179]
A0A075B759	Cyclophilin-like domain superfamily [IPR029000]
A0A075B767	Cyclophilin-like domain superfamily [IPR029000]
A0A087WSX0	Immunoglobulin-like fold [IPR013783]
A0A087WSX0	Immunoglobulin-like domain superfamily [IPR036179]
A0A087WSY4	Immunoglobulin-like fold [IPR013783]
A0A087WSY4	Immunoglobulin-like domain superfamily [IPR036179]
A0A087WSY6	Immunoglobulin-like fold [IPR013783]
A0A087WSY6	Immunoglobulin-like domain superfamily [IPR036179]
A0A087WSZ0	Immunoglobulin-like domain superfamily [IPR036179]
A0A087WSZ0	Immunoglobulin-like fold [IPR013783]
A0A087WSZ9	Immunoglobulin-like domain superfamily [IPR036179]
A0A087WSZ9	Immunoglobulin-like fold [IPR013783]
A0A087WT01	Immunoglobulin-like domain superfamily [IPR036179]
A0A087WT01	Immunoglobulin-like fold [IPR013783]
A0A087WT02	Immunoglobulin-like domain superfamily [IPR036179]
A0A087WT02	Immunoglobulin-like fold [IPR013783]
A0A087WT03	Immunoglobulin-like domain superfamily [IPR036179]
A0A087WT03	Immunoglobulin-like fold [IPR013783]
A0A087WV53	Immunoglobulin-like fold [IPR013783]
A0A087WV53	Immunoglobulin-like domain superfamily [IPR036179]
A0A087WV62	Immunoglobulin-like fold [IPR013783]
A0A087WV62	Immunoglobulin-like domain superfamily [IPR036179]
A0A087WVF3	Rab-GTPase-TBC domain superfamily [IPR035969]
A0A087WW87	Immunoglobulin-like fold [IPR013783]
A0A087WW87	Immunoglobulin-like domain superfamily [IPR036179]
A0A087WXS9	Rab-GTPase-TBC domain superfamily [IPR035969]
A0A087X0K7	Immunoglobulin-like domain superfamily [IPR036179]
A0A087X0K7	Immunoglobulin-like fold [IPR013783]
A0A087X0M5	Immunoglobulin-like fold [IPR013783]
A0A087X0M5	Immunoglobulin-like domain superfamily [IPR036179]
A0A087X179	Rab-GTPase-TBC domain superfamily [IPR035969]
A0A087X1C5	Cytochrome P450 superfamily [IPR036396]
A0A087X1G2	Rab-GTPase-TBC domain superfamily [IPR035969]
A0A096LP55	Ubiquinol-cytochrome C reductase hinge domain superfamily [IPR036811]
A0A0A0MRZ7	Immunoglobulin-like fold [IPR013783]
A0A0A0MRZ7	Immunoglobulin-like domain superfamily [IPR036179]
A0A0A0MRZ8	Immunoglobulin-like fold [IPR013783]
A0A0A0MRZ8	Immunoglobulin-like domain superfamily [IPR036179]
A0A0A0MRZ9	Immunoglobulin-like domain superfamily [IPR036179]
A0A0A0MRZ9	Immunoglobulin-like fold [IPR013783]
A0A0A0MS00	Immunoglobulin-like fold [IPR013783]
A0A0A0MS00	Immunoglobulin-like domain superfamily [IPR036179]
A0A0A0MS01	Immunoglobulin-like fold [IPR013783]
A0A0A0MS01	Immunoglobulin-like domain superfamily [IPR036179]
A0A0A0MS02	Immunoglobulin-like fold [IPR013783]
A0A0A0MS02	Immunoglobulin-like domain superfamily [IPR036179]
A0A0A0MS03	Immunoglobulin-like fold [IPR013783]
A0A0A0MS03	Immunoglobulin-like domain superfamily [IPR036179]
A0A0A0MS04	Immunoglobulin-like domain superfamily [IPR036179]
A0A0A0MS04	Immunoglobulin-like fold [IPR013783]
A0A0A0MS05	Immunoglobulin-like fold [IPR013783]
A0A0A0MS05	Immunoglobulin-like domain superfamily [IPR036179]
A0A0A0MS06	Immunoglobulin-like fold [IPR013783]
A0A0A0MS06	Immunoglobulin-like domain superfamily [IPR036179]
A0A0A0MS14	Immunoglobulin-like domain superfamily [IPR036179]
A0A0A0MS14	Immunoglobulin-like fold [IPR013783]
A0A0A0MS15	Immunoglobulin-like domain superfamily [IPR036179]
A0A0A0MS15	Immunoglobulin-like fold [IPR013783]
A0A0A0MT36	Immunoglobulin-like domain superfamily [IPR036179]
A0A0A0MT36	Immunoglobulin-like fold [IPR013783]
A0A0A6YYC5	Immunoglobulin-like domain superfamily [IPR036179]
A0A0A6YYC5	Immunoglobulin-like fold [IPR013783]
A0A0A6YYD4	Immunoglobulin-like domain superfamily [IPR036179]
A0A0A6YYD4	Immunoglobulin-like fold [IPR013783]
A0A0A6YYG2	Immunoglobulin-like domain superfamily [IPR036179]
A0A0A6YYG2	Immunoglobulin-like fold [IPR013783]
A0A0A6YYG3	Immunoglobulin-like fold [IPR013783]
A0A0A6YYG3	Immunoglobulin-like domain superfamily [IPR036179]
A0A0A6YYJ7	Immunoglobulin-like fold [IPR013783]
A0A0A6YYJ7	Immunoglobulin-like domain superfamily [IPR036179]
A0A0A6YYK1	Immunoglobulin-like domain superfamily [IPR036179]
A0A0A6YYK1	Immunoglobulin-like fold [IPR013783]
A0A0A6YYK4	Immunoglobulin-like domain superfamily [IPR036179]
A0A0A6YYK4	Immunoglobulin-like fold [IPR013783]
A0A0A6YYK6	Immunoglobulin-like fold [IPR013783]
A0A0A6YYK6	Immunoglobulin-like domain superfamily [IPR036179]
A0A0A6YYK7	Immunoglobulin-like fold [IPR013783]
A0A0A6YYK7	Immunoglobulin-like domain superfamily [IPR036179]
A0A0A6YYL3	Ankyrin repeat-containing domain superfamily [IPR036770]
A0A0B4J1U3	Immunoglobulin-like domain superfamily [IPR036179]
A0A0B4J1U3	Immunoglobulin-like fold [IPR013783]
A0A0B4J1U4	Immunoglobulin-like fold [IPR013783]
A0A0B4J1U4	Immunoglobulin-like domain superfamily [IPR036179]
A0A0B4J1U6	Immunoglobulin-like domain superfamily [IPR036179]
A0A0B4J1U6	Immunoglobulin-like fold [IPR013783]
A0A0B4J1U7	Immunoglobulin-like domain superfamily [IPR036179]
A0A0B4J1U7	Immunoglobulin-like fold [IPR013783]
A0A0B4J1V0	Immunoglobulin-like fold [IPR013783]
A0A0B4J1V0	Immunoglobulin-like domain superfamily [IPR036179]
A0A0B4J1V1	Immunoglobulin-like fold [IPR013783]
A0A0B4J1V1	Immunoglobulin-like domain superfamily [IPR036179]
A0A0B4J1V2	Immunoglobulin-like domain superfamily [IPR036179]
A0A0B4J1V2	Immunoglobulin-like fold [IPR013783]
A0A0B4J1V6	Immunoglobulin-like fold [IPR013783]
A0A0B4J1V6	Immunoglobulin-like domain superfamily [IPR036179]
A0A0B4J1V7	Immunoglobulin-like fold [IPR013783]
A0A0B4J1V7	Immunoglobulin-like domain superfamily [IPR036179]
A0A0B4J1X5	Immunoglobulin-like domain superfamily [IPR036179]
A0A0B4J1X5	Immunoglobulin-like fold [IPR013783]
A0A0B4J1X8	Immunoglobulin-like fold [IPR013783]
A0A0B4J1X8	Immunoglobulin-like domain superfamily [IPR036179]
A0A0B4J1Y8	Immunoglobulin-like fold [IPR013783]
A0A0B4J1Y8	Immunoglobulin-like domain superfamily [IPR036179]
A0A0B4J1Y9	Immunoglobulin-like fold [IPR013783]
A0A0B4J1Y9	Immunoglobulin-like domain superfamily [IPR036179]
A0A0B4J1Z2	Immunoglobulin-like domain superfamily [IPR036179]
A0A0B4J1Z2	Immunoglobulin-like fold [IPR013783]
A0A0B4J234	Immunoglobulin-like domain superfamily [IPR036179]
A0A0B4J234	Immunoglobulin-like fold [IPR013783]
A0A0B4J235	Immunoglobulin-like domain superfamily [IPR036179]
A0A0B4J235	Immunoglobulin-like fold [IPR013783]
A0A0B4J237	Immunoglobulin-like fold [IPR013783]
A0A0B4J237	Immunoglobulin-like domain superfamily [IPR036179]
A0A0B4J238	Immunoglobulin-like domain superfamily [IPR036179]
A0A0B4J238	Immunoglobulin-like fold [IPR013783]
A0A0B4J240	Immunoglobulin-like fold [IPR013783]
A0A0B4J240	Immunoglobulin-like domain superfamily [IPR036179]
A0A0B4J241	Immunoglobulin-like domain superfamily [IPR036179]
A0A0B4J241	Immunoglobulin-like fold [IPR013783]
A0A0B4J244	Immunoglobulin-like fold [IPR013783]
A0A0B4J244	Immunoglobulin-like domain superfamily [IPR036179]
A0A0B4J245	Immunoglobulin-like fold [IPR013783]
A0A0B4J245	Immunoglobulin-like domain superfamily [IPR036179]
A0A0B4J248	Immunoglobulin-like fold [IPR013783]
A0A0B4J248	Immunoglobulin-like domain superfamily [IPR036179]
A0A0B4J249	Immunoglobulin-like domain superfamily [IPR036179]
A0A0B4J249	Immunoglobulin-like fold [IPR013783]
A0A0B4J262	Immunoglobulin-like domain superfamily [IPR036179]
A0A0B4J262	Immunoglobulin-like fold [IPR013783]
A0A0B4J263	Immunoglobulin-like domain superfamily [IPR036179]
A0A0B4J263	Immunoglobulin-like fold [IPR013783]
A0A0B4J264	Immunoglobulin-like domain superfamily [IPR036179]
A0A0B4J264	Immunoglobulin-like fold [IPR013783]
A0A0B4J265	Immunoglobulin-like fold [IPR013783]
A0A0B4J265	Immunoglobulin-like domain superfamily [IPR036179]
A0A0B4J266	Immunoglobulin-like domain superfamily [IPR036179]
A0A0B4J266	Immunoglobulin-like fold [IPR013783]
A0A0B4J268	Immunoglobulin-like domain superfamily [IPR036179]
A0A0B4J268	Immunoglobulin-like fold [IPR013783]
A0A0B4J271	Immunoglobulin-like domain superfamily [IPR036179]
A0A0B4J271	Immunoglobulin-like fold [IPR013783]
A0A0B4J272	Immunoglobulin-like fold [IPR013783]
A0A0B4J272	Immunoglobulin-like domain superfamily [IPR036179]
A0A0B4J273	Immunoglobulin-like fold [IPR013783]
A0A0B4J273	Immunoglobulin-like domain superfamily [IPR036179]
A0A0B4J274	Immunoglobulin-like fold [IPR013783]
A0A0B4J274	Immunoglobulin-like domain superfamily [IPR036179]
A0A0B4J275	Immunoglobulin-like domain superfamily [IPR036179]
A0A0B4J275	Immunoglobulin-like fold [IPR013783]
A0A0B4J276	Immunoglobulin-like domain superfamily [IPR036179]
A0A0B4J276	Immunoglobulin-like fold [IPR013783]
A0A0B4J277	Immunoglobulin-like fold [IPR013783]
A0A0B4J277	Immunoglobulin-like domain superfamily [IPR036179]
A0A0B4J279	Immunoglobulin-like domain superfamily [IPR036179]
A0A0B4J279	Immunoglobulin-like fold [IPR013783]
A0A0B4J280	Immunoglobulin-like domain superfamily [IPR036179]
A0A0B4J280	Immunoglobulin-like fold [IPR013783]
A0A0B4J2A2	Cyclophilin-like domain superfamily [IPR029000]
A0A0B4J2D5	Class I glutamine amidotransferase-like [IPR029062]
A0A0B4J2D9	Immunoglobulin-like fold [IPR013783]
A0A0B4J2D9	Immunoglobulin-like domain superfamily [IPR036179]
A0A0B4J2E0	Immunoglobulin-like fold [IPR013783]
A0A0B4J2E0	Immunoglobulin-like domain superfamily [IPR036179]
A0A0B4J2F2	Protein kinase-like domain superfamily [IPR011009]
A0A0B4J2H0	Immunoglobulin-like fold [IPR013783]
A0A0B4J2H0	Immunoglobulin-like domain superfamily [IPR036179]
A0A0C4DH24	Immunoglobulin-like fold [IPR013783]
A0A0C4DH24	Immunoglobulin-like domain superfamily [IPR036179]
A0A0C4DH25	Immunoglobulin-like domain superfamily [IPR036179]
A0A0C4DH25	Immunoglobulin-like fold [IPR013783]
A0A0C4DH26	Immunoglobulin-like domain superfamily [IPR036179]
A0A0C4DH26	Immunoglobulin-like fold [IPR013783]
A0A0C4DH27	Immunoglobulin-like domain superfamily [IPR036179]
A0A0C4DH27	Immunoglobulin-like fold [IPR013783]
A0A0C4DH28	Immunoglobulin-like domain superfamily [IPR036179]
A0A0C4DH28	Immunoglobulin-like fold [IPR013783]
A0A0C4DH29	Immunoglobulin-like domain superfamily [IPR036179]
A0A0C4DH29	Immunoglobulin-like fold [IPR013783]
A0A0C4DH30	Immunoglobulin-like domain superfamily [IPR036179]
A0A0C4DH30	Immunoglobulin-like fold [IPR013783]
A0A0C4DH31	Immunoglobulin-like fold [IPR013783]
A0A0C4DH31	Immunoglobulin-like domain superfamily [IPR036179]
A0A0C4DH32	Immunoglobulin-like fold [IPR013783]
A0A0C4DH32	Immunoglobulin-like domain superfamily [IPR036179]
A0A0C4DH33	Immunoglobulin-like domain superfamily [IPR036179]
A0A0C4DH33	Immunoglobulin-like fold [IPR013783]
A0A0C4DH34	Immunoglobulin-like fold [IPR013783]
A0A0C4DH34	Immunoglobulin-like domain superfamily [IPR036179]
A0A0C4DH35	Immunoglobulin-like domain superfamily [IPR036179]
A0A0C4DH35	Immunoglobulin-like fold [IPR013783]
A0A0C4DH36	Immunoglobulin-like fold [IPR013783]
A0A0C4DH36	Immunoglobulin-like domain superfamily [IPR036179]
A0A0C4DH38	Immunoglobulin-like domain superfamily [IPR036179]
A0A0C4DH38	Immunoglobulin-like fold [IPR013783]
A0A0C4DH39	Immunoglobulin-like domain superfamily [IPR036179]
A0A0C4DH39	Immunoglobulin-like fold [IPR013783]
A0A0C4DH41	Immunoglobulin-like domain superfamily [IPR036179]
A0A0C4DH41	Immunoglobulin-like fold [IPR013783]
A0A0C4DH42	Immunoglobulin-like fold [IPR013783]
A0A0C4DH42	Immunoglobulin-like domain superfamily [IPR036179]
A0A0C4DH43	Immunoglobulin-like fold [IPR013783]
A0A0C4DH43	Immunoglobulin-like domain superfamily [IPR036179]
A0A0C4DH55	Immunoglobulin-like fold [IPR013783]
A0A0C4DH55	Immunoglobulin-like domain superfamily [IPR036179]
A0A0C4DH59	Immunoglobulin-like fold [IPR013783]
A0A0C4DH59	Immunoglobulin-like domain superfamily [IPR036179]
A0A0C4DH62	Immunoglobulin-like domain superfamily [IPR036179]
A0A0C4DH67	Immunoglobulin-like domain superfamily [IPR036179]
A0A0C4DH67	Immunoglobulin-like fold [IPR013783]
A0A0C4DH68	Immunoglobulin-like fold [IPR013783]
A0A0C4DH68	Immunoglobulin-like domain superfamily [IPR036179]
A0A0C4DH69	Immunoglobulin-like fold [IPR013783]
A0A0C4DH69	Immunoglobulin-like domain superfamily [IPR036179]
A0A0C4DH72	Immunoglobulin-like fold [IPR013783]
A0A0C4DH72	Immunoglobulin-like domain superfamily [IPR036179]
A0A0C4DH73	Immunoglobulin-like fold [IPR013783]
A0A0C4DH73	Immunoglobulin-like domain superfamily [IPR036179]
A0A0G2JMD5	Leucine-rich repeat domain superfamily [IPR032675]
A0A0G2JMI3	Immunoglobulin-like fold [IPR013783]
A0A0G2JMI3	Immunoglobulin-like domain superfamily [IPR036179]
A0A0G2JS06	Immunoglobulin-like fold [IPR013783]
A0A0G2JS06	Immunoglobulin-like domain superfamily [IPR036179]
A0A0J9YVY3	Immunoglobulin-like domain superfamily [IPR036179]
A0A0J9YVY3	Immunoglobulin-like fold [IPR013783]
A0A0J9YX35	Immunoglobulin-like domain superfamily [IPR036179]
A0A0J9YX35	Immunoglobulin-like fold [IPR013783]
A0A0J9YX75	Immunoglobulin-like fold [IPR013783]
A0A0J9YX75	Immunoglobulin-like domain superfamily [IPR036179]
A0A0J9YXX1	Immunoglobulin-like fold [IPR013783]
A0A0J9YXX1	Immunoglobulin-like domain superfamily [IPR036179]
A0A0J9YXY3	Immunoglobulin-like domain superfamily [IPR036179]
A0A0J9YXY3	Immunoglobulin-like fold [IPR013783]
A0A0K0K1A3	Immunoglobulin-like fold [IPR013783]
A0A0K0K1A3	Immunoglobulin-like domain superfamily [IPR036179]
A0A0K0K1A5	Immunoglobulin-like domain superfamily [IPR036179]
A0A0K0K1A5	Immunoglobulin-like fold [IPR013783]
A0A0K0K1B3	Immunoglobulin-like fold [IPR013783]
A0A0K0K1B3	Immunoglobulin-like domain superfamily [IPR036179]
A0A0K0K1C0	Immunoglobulin-like fold [IPR013783]
A0A0K0K1C0	Immunoglobulin-like domain superfamily [IPR036179]
A0A0K0K1C4	Immunoglobulin-like domain superfamily [IPR036179]
A0A0K0K1C4	Immunoglobulin-like fold [IPR013783]
A0A0K0K1D8	Immunoglobulin-like domain superfamily [IPR036179]
A0A0K0K1D8	Immunoglobulin-like fold [IPR013783]
A0A0K0K1E9	Immunoglobulin-like fold [IPR013783]
A0A0K0K1E9	Immunoglobulin-like domain superfamily [IPR036179]
A0A0K0K1G6	Immunoglobulin-like domain superfamily [IPR036179]
A0A0K0K1G6	Immunoglobulin-like fold [IPR013783]
A0A0K0K1G8	Immunoglobulin-like fold [IPR013783]
A0A0K0K1G8	Immunoglobulin-like domain superfamily [IPR036179]
A0A0K2S4Q6	Immunoglobulin-like fold [IPR013783]
A0A0K2S4Q6	Immunoglobulin-like domain superfamily [IPR036179]
A0A0U1RQE8	Acyl-CoA N-acyltransferase [IPR016181]
A0A0U1RQI7	Zinc finger C2H2 superfamily [IPR036236]
A0A0U1RQI7	Serralysin-like metalloprotease, C-terminal [IPR011049]
A0A0U1RR11	Mss4-like superfamily [IPR011057]
A0A0U1RRI6	Mss4-like superfamily [IPR011057]
A0A1B0GTS1	Winged helix DNA-binding domain superfamily [IPR036390]
A0A1B0GTS1	Winged helix-like DNA-binding domain superfamily [IPR036388]
A0A1B0GUS4	Ubiquitin-conjugating enzyme/RWD-like [IPR016135]
A0A1B0GV85	Reeler domain superfamily [IPR042307]
A0A1B0GVH4	Peptidase S1, PA clan [IPR009003]
A0A1B0GVH4	Peptidase S1, PA clan, chymotrypsin-like fold [IPR043504]
A0A1B0GWH4	Winged helix DNA-binding domain superfamily [IPR036390]
A0A1B0GWH4	Winged helix-like DNA-binding domain superfamily [IPR036388]
A0A1B0GWK0	EF-hand domain pair [IPR011992]
A0A1B0GX31	Immunoglobulin-like fold [IPR013783]
A0A1B0GX31	Immunoglobulin-like domain superfamily [IPR036179]
A0A1B0GX49	Immunoglobulin-like fold [IPR013783]
A0A1B0GX49	Immunoglobulin-like domain superfamily [IPR036179]
A0A1B0GX51	Immunoglobulin-like fold [IPR013783]
A0A1B0GX51	Immunoglobulin-like domain superfamily [IPR036179]
A0A1B0GX56	Immunoglobulin-like fold [IPR013783]
A0A1B0GX56	Immunoglobulin-like domain superfamily [IPR036179]
A0A1B0GX68	Immunoglobulin-like domain superfamily [IPR036179]
A0A1B0GX68	Immunoglobulin-like fold [IPR013783]
A0A1B0GX78	Immunoglobulin-like fold [IPR013783]
A0A1B0GX78	Immunoglobulin-like domain superfamily [IPR036179]
A0A1B0GX95	Immunoglobulin-like domain superfamily [IPR036179]
A0A1B0GX95	Immunoglobulin-like fold [IPR013783]
A0A1B0GXF2	Immunoglobulin-like domain superfamily [IPR036179]
A0A1B0GXF2	Immunoglobulin-like fold [IPR013783]
A0A1W2PP97	Thrombospondin type-1 (TSP1) repeat superfamily [IPR036383]
A0A1W2PPF3	Homeobox-like domain superfamily [IPR009057]
A0A1W2PPG7	G-protein gamma-like domain superfamily [IPR036284]
A0A1W2PPM1	Homeobox-like domain superfamily [IPR009057]
A0A1W2PQ73	Winged helix-like DNA-binding domain superfamily [IPR036388]
A0A1W2PQ73	Winged helix DNA-binding domain superfamily [IPR036390]
A0A1W2PR19	Glutathione S-transferase, C-terminal domain superfamily [IPR036282]
A0A1W2PR19	Thioredoxin-like superfamily [IPR036249]
A0A1W2PR48	WD40/YVTN repeat-like-containing domain superfamily [IPR015943]
A0A1W2PR48	WD40-repeat-containing domain superfamily [IPR036322]
A0A1W2PRP0	Winged helix-like DNA-binding domain superfamily [IPR036388]
A0A1W2PRP0	Winged helix DNA-binding domain superfamily [IPR036390]
A0A2R8Y619	Histone-fold [IPR009072]
A0A2R8Y7D0	Ubiquitin-like domain superfamily [IPR029071]
A0A2Z4LIS9	Winged helix-like DNA-binding domain superfamily [IPR036388]
A0A2Z4LIS9	Winged helix DNA-binding domain superfamily [IPR036390]
A0A539	Immunoglobulin-like fold [IPR013783]
A0A539	Immunoglobulin-like domain superfamily [IPR036179]
A0A576	Immunoglobulin-like fold [IPR013783]
A0A576	Immunoglobulin-like domain superfamily [IPR036179]
A0A577	Immunoglobulin-like domain superfamily [IPR036179]
A0A577	Immunoglobulin-like fold [IPR013783]
A0A578	Immunoglobulin-like domain superfamily [IPR036179]
A0A578	Immunoglobulin-like fold [IPR013783]
A0A584	Immunoglobulin-like domain superfamily [IPR036179]
A0A584	Immunoglobulin-like fold [IPR013783]
A0A589	Immunoglobulin-like domain superfamily [IPR036179]
A0A589	Immunoglobulin-like fold [IPR013783]
A0A597	Immunoglobulin-like fold [IPR013783]
A0A597	Immunoglobulin-like domain superfamily [IPR036179]
A0A599	Immunoglobulin-like domain superfamily [IPR036179]
A0A599	Immunoglobulin-like fold [IPR013783]
A0A5A2	Immunoglobulin-like domain superfamily [IPR036179]
A0A5A2	Immunoglobulin-like fold [IPR013783]
A0A5A6	Immunoglobulin-like fold [IPR013783]
A0A5A6	Immunoglobulin-like domain superfamily [IPR036179]
A0A5B0	Immunoglobulin-like domain superfamily [IPR036179]
A0A5B0	Immunoglobulin-like fold [IPR013783]
A0A5B6	Immunoglobulin-like domain superfamily [IPR036179]
A0A5B6	Immunoglobulin-like fold [IPR013783]
A0A5B7	Immunoglobulin-like domain superfamily [IPR036179]
A0A5B7	Immunoglobulin-like fold [IPR013783]
A0A5B9	Immunoglobulin-like domain superfamily [IPR036179]
A0A5B9	Immunoglobulin-like fold [IPR013783]
A0AV96	Nucleotide-binding alpha-beta plait domain superfamily [IPR012677]
A0AV96	RNA-binding domain superfamily [IPR035979]
A0AVF1	Tetratricopeptide-like helical domain superfamily [IPR011990]
A0AVI2	C2 domain superfamily [IPR035892]
A0AVK6	Winged helix-like DNA-binding domain superfamily [IPR036388]
A0AVK6	Winged helix DNA-binding domain superfamily [IPR036390]
A0AVT1	Ubiquitin-activating enzyme [IPR035985]
A0AVT1	Ubiquitin-activating enzyme E1, inactive adenylation domain, subdomain 1 [IPR042449]
A0AVT1	Ubiquitin-activating enzyme E1, SCCH domain [IPR042063]
A0AVT1	Ubiquitin-activating enzyme E1, FCCH domain superfamily [IPR042302]
A0AVT1	Ubiquitin-activating enzyme E1, C-terminal domain superfamily [IPR038252]
A0FGR8	C2 domain superfamily [IPR035892]
A0FGR9	C2 domain superfamily [IPR035892]
A0JD32	Immunoglobulin-like fold [IPR013783]
A0JD32	Immunoglobulin-like domain superfamily [IPR036179]
A0JD36	Immunoglobulin-like fold [IPR013783]
A0JD36	Immunoglobulin-like domain superfamily [IPR036179]
A0JD37	Immunoglobulin-like fold [IPR013783]
A0JD37	Immunoglobulin-like domain superfamily [IPR036179]
A0JP26	Ankyrin repeat-containing domain superfamily [IPR036770]
A0M8Q6	Immunoglobulin-like fold [IPR013783]
A0M8Q6	Immunoglobulin-like domain superfamily [IPR036179]
A0PG75	Tubby-like, C-terminal [IPR025659]
A0PJE2	NAD(P)-binding domain superfamily [IPR036291]
A0PJK1	Sodium/glucose symporter superfamily [IPR038377]
A0PJX0	EF-hand domain pair [IPR011992]
A0PJY2	Zinc finger C2H2 superfamily [IPR036236]
A0PJZ0	Ankyrin repeat-containing domain superfamily [IPR036770]
